sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
ec_evol__lacA_day20__2,ec_evol,lacA_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacA_day20__3,ec_evol,lacA_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacA_day60__1,ec_evol,lacA_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacA_day60__2,ec_evol,lacA_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacA_day60__3,ec_evol,lacA_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacA_day60__4,ec_evol,lacA_day60,4,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacB_day20__1,ec_evol,lacB_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacB_day20__2,ec_evol,lacB_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacB_day20__3,ec_evol,lacB_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacB_day60__1,ec_evol,lacB_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacB_day60__2,ec_evol,lacB_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacB_day60__3,ec_evol,lacB_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacC_day20__1,ec_evol,lacC_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacC_day20__2,ec_evol,lacC_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacC_day20__3,ec_evol,lacC_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacC_day60__1,ec_evol,lacC_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacC_day60__2,ec_evol,lacC_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacC_day60__3,ec_evol,lacC_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacD_day20__1,ec_evol,lacD_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacD_day20__2,ec_evol,lacD_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacD_day20__3,ec_evol,lacD_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacD_day60__1,ec_evol,lacD_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacD_day60__2,ec_evol,lacD_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacD_day60__3,ec_evol,lacD_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacE_day20__1,ec_evol,lacE_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacE_day20__2,ec_evol,lacE_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,,aerobic,,,,,,,,,,,,,,
ec_evol__lacE_day20__3,ec_evol,lacE_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lacE_day60__1,ec_evol,lacE_day60,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lacE_day60__2,ec_evol,lacE_day60,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lacE_day60__3,ec_evol,lacE_day60,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lac_wt__1,ec_evol,lac_wt,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lac_wt__2,ec_evol,lac_wt,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lac_wt__3,ec_evol,lac_wt,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lac_wt__4,ec_evol,lac_wt,4,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lac_wt__5,ec_evol,lac_wt,5,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,anaerobic,,,,,,,,,,,,,,,
ec_evol__lac_wt__6,ec_evol,lac_wt,6,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% L-lactate,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyA_day20__1,ec_evol,glyA_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,mutation: deletion in the rpoC gene at base positions 3120 through 3143,,,,,,,,,,,,,,
ec_evol__glyA_day20__2,ec_evol,glyA_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,mutation: deletion in the rpoC gene at base positions 3120 through 3143,,,,,,,,,,,,,,
ec_evol__glyA_day20__3,ec_evol,glyA_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,mutation: deletion in the rpoC gene at base positions 3611 through 3619,,,,,,,,,,,,,,
ec_evol__glyA_day44__1,ec_evol,glyA_day44,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,mutation: deletion in the rpoC gene at base positions 3611 through 3619,,,,,,,,,,,,,,
ec_evol__glyA_day44__2,ec_evol,glyA_day44,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,mutation: deletion in the rpoC gene at base positions 3611 through 3619,,,,,,,,,,,,,,
ec_evol__glyA_day44__3,ec_evol,glyA_day44,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,no rpoC mutation,,,,,,,,,,,,,,
ec_evol__glyC_day20__1,ec_evol,glyC_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,anaerobic,nitrogen sparging used for anaerobic conditions,,,,,,,,,,,,,,
ec_evol__glyC_day20__2,ec_evol,glyC_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,anaerobic,nitrogen sparging used for anaerobic conditions,,,,,,,,,,,,,,
ec_evol__glyC_day20__3,ec_evol,glyC_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyC_day44__1,ec_evol,glyC_day44,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyC_day44__2,ec_evol,glyC_day44,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyC_day44__3,ec_evol,glyC_day44,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,anaerobic,nitrogen sparging used for anaerobic conditions,,,,,,,,,,,,,,
ec_evol__glyE_day20__1,ec_evol,glyE_day20,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyE_day20__2,ec_evol,glyE_day20,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyE_day20__3,ec_evol,glyE_day20,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyE_day44__1,ec_evol,glyE_day44,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyE_day44__2,ec_evol,glyE_day44,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__glyE_day44__3,ec_evol,glyE_day44,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__gly_wt__1,ec_evol,gly_wt,1,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__gly_wt__2,ec_evol,gly_wt,2,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__gly_wt__3,ec_evol,gly_wt,3,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__gly_wt__4,ec_evol,gly_wt,4,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,aerobic,,,,,,,,,,,,,,,
ec_evol__gly_wt__5,ec_evol,gly_wt,5,MA-2,,,,GPL199 (Affymetrix),16204189,GSE33147,,Stephen Fong,ssfong@vcu.edu,10/21/11,Escherichia coli str. K-12 substr. MG1655,mid-log,30°C,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,,
arcA_fnr__nitrate_delarcA__1,arcA_fnr,nitrate_delarcA,1,MA-3,,b4401,KO,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_delarcA__2,arcA_fnr,nitrate_delarcA,2,MA-3,,b4401,KO,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_delarcA__3,arcA_fnr,nitrate_delarcA,3,MA-3,,b4401,KO,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_arcA,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_delfnr__1,arcA_fnr,nitrate_delfnr,1,MA-3,,b1334,KO,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_delfnr__2,arcA_fnr,nitrate_delfnr,2,MA-3,,b1334,KO,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_delfnr__3,arcA_fnr,nitrate_delfnr,3,MA-3,,b1334,KO,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655 del_fnr,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_wt__1,arcA_fnr,nitrate_wt,1,MA-3,,,,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_wt__2,arcA_fnr,nitrate_wt,2,MA-3,,,,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
arcA_fnr__nitrate_wt__3,arcA_fnr,nitrate_wt,3,MA-3,,,,GPL3154,24699140,GSE55365,,Bernhard Palsson,palsson@ucsd.edu,02/26/14,Escherichia coli str. K-12 substr. MG1655,mid-log,37 °C,,M9 minimal medium,0.2% glucose,0.1% NH4Cl,NO3,20 mmol potassium nitrate,anaerobic,,,,,,,,,,,,,,,
ec_diffexp__glucose__1,ec_diffexp,glucose,1,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__glucose__2,ec_diffexp,glucose,2,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__glucose__3,ec_diffexp,glucose,3,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% glucose,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__acetate__1,ec_diffexp,acetate,1,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% acetate,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__acetate__2,ec_diffexp,acetate,2,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% acetate,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__acetate__3,ec_diffexp,acetate,3,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% acetate,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__fructose__1,ec_diffexp,fructose,1,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% fructose,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__fructose__2,ec_diffexp,fructose,2,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% fructose,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
ec_diffexp__fructose__3,ec_diffexp,fructose,3,MA-3,,,,GPL3154,,GSE108871,,Nathan Lewis,n4lewis@ucsd.edu,01/08/18,Escherichia coli str. K-12 substr. MG1655,mid-log,37°C,,M9 minimal media,0.2% fructose,NH4Cl,O2,,aerobic,,,,,,,,,,,,,,,
rpoC__del27__1,rpoC,del27,1,MA-3,,,,GPL3154,21057108,GSE15500,,Bernhard Palsson,palsson@ucsd.edu,04/01/09,Escherichia coli str. K-12 rpoC mutant: del27,mid-log,30°C,,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,mutation: deletion in the rpoC gene at base positions 3132 through 3158,,,,,,,,,,,,,,
rpoC__del27__2,rpoC,del27,2,MA-3,,,,GPL3154,21057108,GSE15500,,Bernhard Palsson,palsson@ucsd.edu,04/01/09,Escherichia coli str. K-12 rpoC mutant: del27,mid-log,30°C,,M9 minimal media,0.2% glycerol,NH4Cl,O2,,aerobic,mutation: deletion in the rpoC gene at base positions 3132 through 3158,,,,,,,,,,,,,,
