,condition_id,rep,project_id
test_GSE30005_pf2_08_1,GSE30005_pf2_08,1,ref_GSE30005_wt
test_GSE1730_LB_gyrAD82G_4,GSE1730_LB_gyrAD82G,4,ref_GSE1730_LB_wt
test_GSE4394_rhlB_rif_4.5min_1,GSE4394_rhlB_rif_4.5min,1,ref_GSE4394_rhlB
test_GSE35049_GLBRCE1_anaer_SynH_stat_0,GSE35049_GLBRCE1_anaer_SynH_stat,0,ref_GSE35049_GLBRCE1_anaer_SynH_exp
test_GSE35371_sham_15h_0,GSE35371_sham_15h,0,ref_GSE35371_sham_15h
test_GSE39607_OLA_MBC_1,GSE39607_OLA_MBC,1,ref_GSE39607_ctrl
test_GSE6836_luc_0.000_1,GSE6836_luc_0.000,1,ref_GSE6836_luc_0.000
test_GSE10158_cefsulodin10_45min_1,GSE10158_cefsulodin10_45min,1,ref_GSE10158_untreated_0min
test_GSE21551_MG1655_rimO_0,GSE21551_MG1655_rimO,0,ref_GSE21551_MG1655
test_GSE30345_dnaJ_gln_0,GSE30345_dnaJ_gln,0,ref_GSE30345_wt_gln
test_GSE6712_benzalkonium_chloride+50ppm_1,GSE6712_benzalkonium_chloride+50ppm,1,ref_GSE6712_control
test_GSE6836_t60_ccdb_MG1063_1,GSE6836_t60_ccdb_MG1063,1,ref_GSE6836_t60_lacz
test_GSE17519_0.5%Sodium benzoate_30min_0,GSE17519_0.5%Sodium benzoate_30min,0,ref_GSE17519_0%Sodium benzoate_30min
test_GSE7656_30°C NaCl_1,GSE7656_30°C NaCl,1,ref_GSE7656_30°C
test_GSE13444_WT_None_0,GSE13444_WT_None,0,ref_GSE13444_WT_None
test_GSE3250_wt_acetateShift_2h_2,GSE3250_wt_acetateShift_2h,2,ref_GSE3250_wt
test_GSE35371_tr_sin_con_8min_2,GSE35371_tr_sin_con_8min,2,ref_GSE35371_sham
test_GSE6033_T10_0,GSE6033_T10,0,ref_GSE6033_Tref
test_GSE13444_WT_Ethanol_10min_2,GSE13444_WT_Ethanol_10min,2,ref_GSE13444_WT_Ethanol_0%
test_GSE57084_MG1655_0.25µg/ml_tetracycline_0,GSE57084_MG1655_0.25µg/ml_tetracycline,0,ref_GSE57084_MG1655
test_GSE33147_lacB_day20_0,GSE33147_lacB_day20,0,ref_GSE33147_wt_lac
test_GSE40557_58_f3_1,GSE40557_58_f3,1,ref_GSE40557_ctrl
test_GSE6425_MG1655_anaerobic_3.75_0,GSE6425_MG1655_anaerobic_3.75,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE17526_Log_1,GSE17526_Log,1,ref_GSE17526_Log
test_GSE23526_wt_isobutanol_0,GSE23526_wt_isobutanol,0,ref_GSE23526_wt
test_GSE35049_GLBRCE1_anaer_GMM_exp_1,GSE35049_GLBRCE1_anaer_GMM_exp,1,ref_GSE35049_GLBRCE1_anaer_GMM_exp
test_E-MEXP-1166_MG1655_evoStat_1,E-MEXP-1166_MG1655_evoStat,1,ref_E-MEXP-1166_MG1655
test_GSE58806_synh_stat_0,GSE58806_synh_stat,0,ref_GSE58806_synh_exp
test_GSE4556_ph8.5_3,GSE4556_ph8.5,3,ref_GSE4556_ph7.0
test_GSE44273_furanone_0,GSE44273_furanone,0,ref_GSE44273_ctrl
test_GSE6836_hscA_0.075_2,GSE6836_hscA_0.075,2,ref_GSE6836_luc_0.075
test_E-MEXP-584_pat3_0,E-MEXP-584_pat3,0,ref_E-MEXP-584_MOPS
test_E-MEXP-953_T20_K12_Stationary_planktonic_F+Lampda+_0,E-MEXP-953_T20_K12_Stationary_planktonic_F+Lampda+,0,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE35371_tr_sin_int_15h_0,GSE35371_tr_sin_int_15h,0,ref_GSE35371_sham_15h
test_GSE3250_wt_acetateShift_5min_1,GSE3250_wt_acetateShift_5min,1,ref_GSE3250_wt
test_GSE6836_gcvR_0.075_0,GSE6836_gcvR_0.075,0,ref_GSE6836_luc_0.075
test_GSE37026_MG1655_treated_with_30ng/ml_colicin_M_60min_0,GSE37026_MG1655_treated_with_30ng/ml_colicin_M_60min,0,ref_GSE37026_MG1655_control_30min
test_E-MEXP-584_pat1_0,E-MEXP-584_pat1,0,ref_E-MEXP-584_MOPS
test_GSE7265_WT_tp13_0,GSE7265_WT_tp13,0,ref_GSE7265_WT_ref
test_GSE17526_rpoS_Log_Ethanol_2,GSE17526_rpoS_Log_Ethanol,2,ref_GSE17526_Log
test_GSE47732_cat_induced_40_0,GSE47732_cat_induced_40,0,ref_GSE47732_cat_uninduced_0
test_GSE4394_wt_rif_3min_2,GSE4394_wt_rif_3min,2,ref_GSE4394_wtN3433
test_GSE21652_rpoa14_0,GSE21652_rpoa14,0,ref_GSE21652_p2
test_GSE10345_bicyclomycin_Coli-MG1655_3,GSE10345_bicyclomycin_Coli-MG1655,3,ref_GSE10345_Coli-MG1655
test_GSE21869_PaeR7IR+M+_GEN1000_0,GSE21869_PaeR7IR+M+_GEN1000,0,ref_GSE21869_PaeR7IR-M-
test_GSE3250_ppsA_acetateShift_3h_5,GSE3250_ppsA_acetateShift_3h,5,ref_GSE3250_ppsA
test_GSE30639_17KS_4,GSE30639_17KS,4,ref_GSE30639_Anc
test_GSE6836_luc_0.075_0,GSE6836_luc_0.075,0,ref_GSE6836_luc_0.000
test_GSE56133_MG1655_Fur_KO_Gentamicin_2,GSE56133_MG1655_Fur_KO_Gentamicin,2,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE29424_EZgly_BTE_accDABC_stat_4,GSE29424_EZgly_BTE_accDABC_stat,4,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE6836_yebF_0.075_1,GSE6836_yebF_0.075,1,ref_GSE6836_luc_0.075
test_GSE1730_LB_wt_4,GSE1730_LB_wt,4,ref_GSE1730_LB_wt
test_GSE47732_vp1_ethanol_uninduced_60_1,GSE47732_vp1_ethanol_uninduced_60,1,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE33147_wt_glyc_3,GSE33147_wt_glyc,3,ref_GSE33147_wt_glyc
test_GSE6836_bcp_0.075_1,GSE6836_bcp_0.075,1,ref_GSE6836_luc_0.075
test_GSE8540_wt_GSNO100_5min_5,GSE8540_wt_GSNO100_5min,5,ref_GSE8540_wt
test_GSE17519_0.5%Sodium benzoate_5min_0,GSE17519_0.5%Sodium benzoate_5min,0,ref_GSE17519_0%Sodium benzoate_5min
test_GSE21869_PaeR7IR+M+_GEN1000_5,GSE21869_PaeR7IR+M+_GEN1000,5,ref_GSE21869_PaeR7IR-M-
test_GSE57084_MG1655_0,GSE57084_MG1655,0,ref_GSE57084_MG1655
test_GSE14796_WT_infusion_sucrose_MgSO4_1,GSE14796_WT_infusion_sucrose_MgSO4,1,ref_GSE14796_WT_infusion
test_GSE6836_luc_0.075_1,GSE6836_luc_0.075,1,ref_GSE6836_luc_0.000
test_GSE13418_planktonic_exp_0,GSE13418_planktonic_exp,0,ref_GSE13418_biofilm_attachment
test_GSE8540_wt_DPTA_5min_1,GSE8540_wt_DPTA_5min,1,ref_GSE8540_wt
test_GSE21652_p2_1,GSE21652_p2,1,ref_GSE21652_p2
test_GSE6609_D1_aerobic_2,GSE6609_D1_aerobic,2,ref_GSE6609_D1_anaerobic
test_GSE10307_fed-batch_0min_1,GSE10307_fed-batch_0min,1,ref_GSE10307_ctrl_batch
test_GSE58806_acsh_stat_2,GSE58806_acsh_stat,2,ref_GSE58806_acsh_exp
test_GSE7265_RpoS_tp7_1,GSE7265_RpoS_tp7,1,ref_GSE7265_wt_tp1
test_GSE10307_fed-batch_180min_0,GSE10307_fed-batch_180min,0,ref_GSE10307_ctrl_batch
test_GSE6992_wt_paraquat_t4_0,GSE6992_wt_paraquat_t4,0,ref_GSE6992_wt_paraquat_t0
test_GSE6836_minE_0.075_1,GSE6836_minE_0.075,1,ref_GSE6836_luc_0.075
test_GSE13444_WT_Isobutanol_10min_1,GSE13444_WT_Isobutanol_10min,1,ref_GSE13444_WT_Isobutanol_0%
test_GSE13982_MG1655_Anaerobic_CORM_0,GSE13982_MG1655_Anaerobic_CORM,0,ref_GSE13982_MG1655_Aerobic
test_GSE25561_hG-CSF_37C_OD4_2,GSE25561_hG-CSF_37C_OD4,2,ref_GSE25561_WT_37C_OD4
test_GSE3437_rpoE_0min_0,GSE3437_rpoE_0min,0,ref_GSE3437_wt_0min
test_GSE4556_ph8.5_4,GSE4556_ph8.5,4,ref_GSE4556_ph7.0
test_GSE19879_zeroThym_45min_1,GSE19879_zeroThym_45min,1,ref_GSE19879_control
test_E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1_2,E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1,2,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE13444_WT_Isobutanol_10min_2,GSE13444_WT_Isobutanol_10min,2,ref_GSE13444_WT_Isobutanol_0%
test_GSE4394_eno_rif_6min_1,GSE4394_eno_rif_6min,1,ref_GSE4394_eno
test_GSE13444_Fur_Isobutanol_10min_6,GSE13444_Fur_Isobutanol_10min,6,ref_GSE13444_Fur_Isobutanol_0%
test_GSE13444_WT_Butanol_10min_1,GSE13444_WT_Butanol_10min,1,ref_GSE13444_WT_Butanol_0%
test_GSE4778_t5_ph5.5_2,GSE4778_t5_ph5.5,2,ref_GSE4778_t0_ph7.6
test_GSE4706_500hours_1,GSE4706_500hours,1,ref_GSE4706
test_GSE4394_RNaseE_N_rif_6min_3,GSE4394_RNaseE_N_rif_6min,3,ref_GSE4394_RNaseE_N
test_GSE17420_WT_EXP_1,GSE17420_WT_EXP,1,ref_GSE17420_WT_EXP
test_GSE6836_gyrA_0.075_2,GSE6836_gyrA_0.075,2,ref_GSE6836_luc_0.075
test_GSE13444_WT_Isobutanol_10min_8,GSE13444_WT_Isobutanol_10min,8,ref_GSE13444_WT_Isobutanol_0%
test_GSE13418_planktonic_stat_0,GSE13418_planktonic_stat,0,ref_GSE13418_biofilm_attachment
test_GSE21869_PaeR7IR+M+_2,GSE21869_PaeR7IR+M+,2,ref_GSE21869_PaeR7IR-M-
test_GSE6836_t90_lacz_MG1063_1,GSE6836_t90_lacz_MG1063,1,ref_GSE6836_t120_lacz
test_GSE7398_wt_150_1,GSE7398_wt_150,1,ref_GSE7398_wt_90
test_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t2_2,GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t2,2,ref_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t1
test_GSE40557_60_f3_1,GSE40557_60_f3,1,ref_GSE40557_ctrl
test_GSE6712_benzalkonium_chloride+50ppm_3,GSE6712_benzalkonium_chloride+50ppm,3,ref_GSE6712_control
test_GSE10158_untreated_10min_0,GSE10158_untreated_10min,0,ref_GSE10158_untreated_0min
test_GSE6836_relE_0.025_2,GSE6836_relE_0.025,2,ref_GSE6836_luc_0.025
test_GSE6836_t60_2,GSE6836_t60,2,ref_GSE6836_t0
test_GSE30679_gss_1,GSE30679_gss,1,ref_GSE30679_wt
test_GSE6836_nrdA_0.075_0,GSE6836_nrdA_0.075,0,ref_GSE6836_luc_0.075
test_GSE7326_R+M+_0h_0,GSE7326_R+M+_0h,0,ref_GSE7326_controlpHSG415_0h
test_GSE51731_noEMIMCl_60min_2,GSE51731_noEMIMCl_60min,2,ref_GSE51731_noEMIMCl_30min
test_GSE17465_IrrE_t2_2,GSE17465_IrrE_t2,2,ref_GSE17465_t0
test_E-MEXP-926_MOPS_glucose_83972_1,E-MEXP-926_MOPS_glucose_83972,1,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE6609_D1_anaerobic_1,GSE6609_D1_anaerobic,1,ref_GSE6609_D1_anaerobic
test_GSE7326_R+M+_0h_1,GSE7326_R+M+_0h,1,ref_GSE7326_controlpHSG415_0h
test_GSE4569_50h_UV_0,GSE4569_50h_UV,0,ref_GSE4569_50h
test_GSE39926_evo_NaCl_2,GSE39926_evo_NaCl,2,ref_GSE39926
test_GSE17276_CV115_6,GSE17276_CV115,6,ref_GSE17276_ancestor_JA122
test_GSE17584_mt_-glu_0,GSE17584_mt_-glu,0,ref_GSE17584_WT_-glu
test_GSE35371_tr_sin_con_15h_1,GSE35371_tr_sin_con_15h,1,ref_GSE35371_sham_15h
test_GSE7265_RpoS_tp9_1,GSE7265_RpoS_tp9,1,ref_GSE7265_wt_tp1
test_GSE61736_minimalC_minimalN_0,GSE61736_minimalC_minimalN,0,ref_GSE61736_ctrl
test_GSE4724_P4Xwildtype_0,GSE4724_P4Xwildtype,0,ref_GSE4724_P4Xwildtype
test_GSE31140_PMX10070_20m_1,GSE31140_PMX10070_20m,1,ref_GSE31140_control_20m
test_GSE35371_tr_pwl_int_15h_1,GSE35371_tr_pwl_int_15h,1,ref_GSE35371_sham_15h
test_GSE10345_bicyclomycin_Coli-MG1655_4,GSE10345_bicyclomycin_Coli-MG1655,4,ref_GSE10345_Coli-MG1655
test_GSE6836_murI_0.075_1,GSE6836_murI_0.075,1,ref_GSE6836_luc_0.075
test_GSE6836_gyrA_0.075_1,GSE6836_gyrA_0.075,1,ref_GSE6836_luc_0.075
test_E-TABM-103_t4.6_1,E-TABM-103_t4.6,1,ref_E-TABM-103_t3.1
test_E-MEXP-244_HOCl_3,E-MEXP-244_HOCl,3,ref_E-MEXP-244
test_GSE16335_W3110_30mM_H2O2_0,GSE16335_W3110_30mM_H2O2,0,ref_GSE16335_LW12_30mM_H2O2
test_GSE6781_pGIT8_NO2_1,GSE6781_pGIT8_NO2,1,ref_GSE6781_pGIT8
test_GSE8965_FA_tp4_3,GSE8965_FA_tp4,3,test_GSE8965_A_tp4
test_E-MEXP-926_urine_VR50_2,E-MEXP-926_urine_VR50,2,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE13589_planktonic_exponential_2,GSE13589_planktonic_exponential,2,ref_GSE13589_biofilm_outside
test_GSE45443_MOPS_glyc_2DG_2,GSE45443_MOPS_glyc_2DG,2,ref_GSE45443_MOPSrich_glyc
test_GSE40313_hns_ydgT_0,GSE40313_hns_ydgT,0,ref_GSE40313
test_E-MEXP-720_crl_0,E-MEXP-720_crl,0,ref_E-MEXP-720_wt
test_GSE3437_rpoE_60min_1,GSE3437_rpoE_60min,1,ref_GSE3437_wt_60min
test_GSE4344_M9_8min_rif_1,GSE4344_M9_8min_rif,1,ref_GSE4344_M9
test_GSE4394_eno_rif_3min_1,GSE4394_eno_rif_3min,1,ref_GSE4394_eno
test_GSE28320_Lbrevis_pSIGMA70_transformation_1,GSE28320_Lbrevis_pSIGMA70_transformation,1,ref_GSE28320_Lbrevis_empty_vector
test_GSE6836_pyrC_0.075_2,GSE6836_pyrC_0.075,2,ref_GSE6836_luc_0.075
test_GSE2140_tet_inducible_sig32_t5_1,GSE2140_tet_inducible_sig32_t5,1,ref_GSE2140_tet_inducible_sig32_t0
test_GSE5239_BL21pOri2_mu0.20_1,GSE5239_BL21pOri2_mu0.20,1,ref_GSE5239_BL21_mu0.46
test_GSE23526_G3.2_1,GSE23526_G3.2,1,ref_GSE23526_wt
test_GSE7265_WT_tp5_0,GSE7265_WT_tp5,0,ref_GSE7265_WT_ref
test_GSE47732_cat_uninduced_60_2,GSE47732_cat_uninduced_60,2,ref_GSE47732_cat_uninduced_0
test_GSE59408_MDS42_Trimethoprim_resistant_2,GSE59408_MDS42_Trimethoprim_resistant,2,ref_GSE59408_MDS42_Parent_strain
test_GSE6836_recA_del_0.000_0,GSE6836_recA_del_0.000,0,ref_GSE6836_wt_0.000
test_GSE6836_cspF_0.075_2,GSE6836_cspF_0.075,2,ref_GSE6836_luc_0.075
test_GSE35392_FadR_2,GSE35392_FadR,2,ref_GSE35392_control
test_GSE9203_isrR_0,GSE9203_isrR,0,ref_GSE9203_wt
test_GSE54512_3.5%NaCl_0,GSE54512_3.5%NaCl,0,ref_GSE54512_2%NaCl
test_GSE42205_ethanol_20%_t2_2,GSE42205_ethanol_20%_t2,2,ref_GSE42205_ethanol_20%_t1
test_GSE46625_aroA_2,GSE46625_aroA,2,ref_GSE46625_wt
test_GSE41189_dFNR_Anaerobic_1,GSE41189_dFNR_Anaerobic,1,ref_GSE41189_wt_Anaerobic
test_GSE42205_control_t1_0,GSE42205_control_t1,0,ref_GSE42205_control_t1
test_GSE13982_MG1655_Aerobic_CORM_0,GSE13982_MG1655_Aerobic_CORM,0,ref_GSE13982_MG1655_Aerobic
test_GSE51611_osmotolerant_A4_0,GSE51611_osmotolerant_A4,0,ref_GSE51611_unevolved_parent
test_GSE12554_Generation230_10%Cranberry_1,GSE12554_Generation230_10%Cranberry,1,ref_GSE12554_control
test_GSE2999_WT_AB1157_0,GSE2999_WT_AB1157,0,ref_GSE2999_WT_AB1157
test_GSE6712_benzalkonium_chloride_5,GSE6712_benzalkonium_chloride,5,ref_GSE6712_control
test_GSE3250_ppsA_acetateShift_3h_3,GSE3250_ppsA_acetateShift_3h,3,ref_GSE3250_ppsA
test_GSE14238_Pen_0,GSE14238_Pen,0,ref_GSE14238_MinMedia
test_GSE17276_CV103_1,GSE17276_CV103,1,ref_GSE17276_ancestor_JA122
test_GSE20374_nox_0,GSE20374_nox,0,ref_GSE20374_wt
test_GSE14238_MinMedia_5%CO2_2,GSE14238_MinMedia_5%CO2,2,ref_GSE14238_MinMedia
test_GSE1730_M9_wt_1,GSE1730_M9_wt,1,ref_GSE1730_LB_wt
test_GSE17526_Stat_Ethanol_1,GSE17526_Stat_Ethanol,1,ref_GSE17526_Log
test_GSE3250_wt_acetateShift_30min_3,GSE3250_wt_acetateShift_30min,3,ref_GSE3250_wt
test_GSE7265_RpoS_tp1_0,GSE7265_RpoS_tp1,0,ref_GSE7265_wt_tp1
test_GSE1154_MG1655_F_plasmid_1,GSE1154_MG1655_F_plasmid,1,test_GSE1154_MG1655
test_GSE6425_MG1655_aerobic_26_1,GSE6425_MG1655_aerobic_26,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE2999_mutS_GM5555_treated_0,GSE2999_mutS_GM5555_treated,0,ref_GSE2999_WT_AB1157
test_GSE6836_rimI_0.075_1,GSE6836_rimI_0.075,1,ref_GSE6836_luc_0.075
test_GSE42205_control_t3_0,GSE42205_control_t3,0,ref_GSE42205_control_t1
test_GSE7265_WT_tp11_1,GSE7265_WT_tp11,1,ref_GSE7265_WT_ref
test_GSE2928_dam_2,GSE2928_dam,2,test_GSE2928_wt
test_GSE30005_pf2_04_0,GSE30005_pf2_04,0,ref_GSE30005_wt
test_GSE13011_REL606_EXP_Cy5_0,GSE13011_REL606_EXP_Cy5,0,ref_GSE13011_REL606_STAT_Cy3
test_GSE24373_ptsN_mutant_0,GSE24373_ptsN_mutant,0,ref_GSE24373_wt
test_GSE15500_evoGlyc_eBOP42_0,GSE15500_evoGlyc_eBOP42,0,ref_GSE15500_WT
test_GSE4724_P4Xwildtype_arg_2,GSE4724_P4Xwildtype_arg,2,ref_GSE4724_P4Xwildtype
test_GSE55972_control_5h_2,GSE55972_control_5h,2,ref_GSE55972_control_5h
test_E-MEXP-1166_MG1655_evoGluc_gal_0,E-MEXP-1166_MG1655_evoGluc_gal,0,ref_E-MEXP-1166_MG1655_evoGluc_gal
test_GSE44211_cccp_0,GSE44211_cccp,0,ref_GSE44211_ctrl
test_GSE17526_rpoS_Stat_0,GSE17526_rpoS_Stat,0,ref_GSE17526_Log
test_GSE47732_cat_induced_5_0,GSE47732_cat_induced_5,0,ref_GSE47732_cat_uninduced_0
test_GSE1121_aerobic_soxS_1,GSE1121_aerobic_soxS,1,ref_GSE1121_aerobic_wt
test_GSE15406_ppGpp0_ctrl_3,GSE15406_ppGpp0_ctrl,3,ref_GSE15406_wt_ctrl
test_GSE3105_wt2_arabinose_FeSO4_0,GSE3105_wt2_arabinose_FeSO4,0,ref_GSE3105_wt1_arabinose
test_GSE12554_control_1,GSE12554_control,1,ref_GSE12554_control
test_GSE47732_vp1_ethanol_uninduced_0_4,GSE47732_vp1_ethanol_uninduced_0,4,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE7265_WT_tp1_2,GSE7265_WT_tp1,2,ref_GSE7265_WT_ref
test_GSE8965_SA_tp1_4,GSE8965_SA_tp1,4,test_GSE8965_A_tp1
test_GSE20095_rpoN_mt_1,GSE20095_rpoN_mt,1,ref_GSE20095_WT
test_GSE20326_treated_with_cerium_chloride_50mg/L_3,GSE20326_treated_with_cerium_chloride_50mg/L,3,ref_GSE20326_control
test_GSE5239_BL21pOri1_mu0.39_0,GSE5239_BL21pOri1_mu0.39,0,ref_GSE5239_BL21_mu0.46
test_GSE6836_uvrA_0.025_2,GSE6836_uvrA_0.025,2,ref_GSE6836_luc_0.025
test_GSE7265_RelA_tp6_0,GSE7265_RelA_tp6,0,ref_GSE7265_wt_tp1
test_GSE40557_60_f3_2,GSE40557_60_f3,2,ref_GSE40557_ctrl
test_GSE47732_vp1_ethanol_induced_60_2,GSE47732_vp1_ethanol_induced_60,2,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE1121_aerobic_soxS_2,GSE1121_aerobic_soxS,2,ref_GSE1121_aerobic_wt
test_GSE3250_wt_acetateShift_3h_5,GSE3250_wt_acetateShift_3h,5,ref_GSE3250_wt
test_GSE10158_cefmec10_0min_1,GSE10158_cefmec10_0min,1,ref_GSE10158_untreated_0min
test_GSE24875_pspot42_2,GSE24875_pspot42,2,ref_GSE24875_ctrl
test_GSE6836_dnaN_0.075_2,GSE6836_dnaN_0.075,2,ref_GSE6836_luc_0.075
test_GSE4394_RNaseE_N_rif_3min_0,GSE4394_RNaseE_N_rif_3min,0,ref_GSE4394_RNaseE_N
test_GSE58977_exp_synh_t4_1,GSE58977_exp_synh_t4,1,ref_GSE58977_exp_synh_t3
test_E-MEXP-926_urine_83972_0,E-MEXP-926_urine_83972,0,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE35049_GLBRCE1_anaer_ACSH_exp_2,GSE35049_GLBRCE1_anaer_ACSH_exp,2,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE51731_noEMIMCl_60min_0,GSE51731_noEMIMCl_60min,0,ref_GSE51731_noEMIMCl_30min
test_GSE45443_MOPSrich_glyc_aMG_sgrS_2,GSE45443_MOPSrich_glyc_aMG_sgrS,2,ref_GSE45443_MOPSrich_glyc
test_GSE5239_BL21_mu0.20_0,GSE5239_BL21_mu0.20,0,ref_GSE5239_BL21_mu0.46
test_GSE7243_phoU_0,GSE7243_phoU,0,ref_GSE7243_wt
test_GSE23526_wt_isobutanol_2,GSE23526_wt_isobutanol,2,ref_GSE23526_wt
test_GSE6836_sbcB_0.075_2,GSE6836_sbcB_0.075,2,ref_GSE6836_luc_0.075
test_GSE6836_IHF_0.075_0,GSE6836_IHF_0.075,0,ref_GSE6836_luc_0.075
test_GSE20095_WT_0,GSE20095_WT,0,ref_GSE20095_WT
test_GSE3123_rng_pM30_0,GSE3123_rng_pM30,0,ref_GSE3123_wt_pM30
test_GSE39607_OLA_MIC_1,GSE39607_OLA_MIC,1,ref_GSE39607_ctrl
test_GSE58806_synh_lt_stat_4,GSE58806_synh_lt_stat,4,ref_GSE58806_synh_lt_exp
test_GSE35371_sham_15h_2,GSE35371_sham_15h,2,ref_GSE35371_sham_15h
test_GSE8540_met_suppl_GSNO500_5min_1,GSE8540_met_suppl_GSNO500_5min,1,ref_GSE8540_met_suppl
test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1_1,E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE10345_bicyclomycin_del nusA_Coli-MDS42_1,GSE10345_bicyclomycin_del nusA_Coli-MDS42,1,ref_GSE10345_Coli-MDS42
test_GSE20326_treated_with_cerium_nanoparticles_3,GSE20326_treated_with_cerium_nanoparticles,3,ref_GSE20326_control
test_GSE28795_pB_ppGpp0_0,GSE28795_pB_ppGpp0,0,ref_GSE28795_pGB2_ppGpp0
test_GSE59408_MDS42_Enoxacin_resistant_2,GSE59408_MDS42_Enoxacin_resistant,2,ref_GSE59408_MDS42_Parent_strain
test_GSE57084_enrofloxacin_resistant_incubated_30days_1,GSE57084_enrofloxacin_resistant_incubated_30days,1,ref_GSE57084_MG1655
test_GSE6425_UTI89_aerobic_12_0,GSE6425_UTI89_aerobic_12,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE6836_galF_0.075_0,GSE6836_galF_0.075,0,ref_GSE6836_luc_0.075
test_GSE6836_rimI_0.075_2,GSE6836_rimI_0.075,2,ref_GSE6836_luc_0.075
test_GSE3250_ppsA_acetateShift_5h_2,GSE3250_ppsA_acetateShift_5h,2,ref_GSE3250_ppsA
test_GSE1121_aerobic_oxyR_0,GSE1121_aerobic_oxyR,0,ref_GSE1121_aerobic_wt
test_GSE30345_cpxA_ala_1,GSE30345_cpxA_ala,1,ref_GSE30345_wt_ala
test_GSE8965_SA_tp4_0,GSE8965_SA_tp4,0,test_GSE8965_A_tp4
test_GSE57084_MG1655_0.125µg/ml_enrofloxacin_0,GSE57084_MG1655_0.125µg/ml_enrofloxacin,0,ref_GSE57084_MG1655
test_GSE6781_pGIT8_NO2_3,GSE6781_pGIT8_NO2,3,ref_GSE6781_pGIT8
test_GSE25561_WT_25C_OD4_2,GSE25561_WT_25C_OD4,2,ref_GSE25561_WT_37C_OD4
test_GSE8965_FA_tp4_4,GSE8965_FA_tp4,4,test_GSE8965_A_tp4
test_GSE13444_arcA_Isobutanol_10min_4,GSE13444_arcA_Isobutanol_10min,4,ref_GSE13444_arcA_Isobutanol_0%
test_GSE42205_control_t2_2,GSE42205_control_t2,2,ref_GSE42205_control_t1
test_GSE4344_M9_4min_rif_1,GSE4344_M9_4min_rif,1,ref_GSE4344_M9
test_GSE4394_RNaseE_N_rif_1.5min_3,GSE4394_RNaseE_N_rif_1.5min,3,ref_GSE4394_RNaseE_N
test_GSE56133_MG1655_Wildtype_Norfloxacin_0,GSE56133_MG1655_Wildtype_Norfloxacin,0,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE29424_EZgly_BTE_stat_1,GSE29424_EZgly_BTE_stat,1,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE45443_MOPS_glyc_aMG_2,GSE45443_MOPS_glyc_aMG,2,ref_GSE45443_MOPSrich_glyc
test_GSE10307_fed-batch_120min_0,GSE10307_fed-batch_120min,0,ref_GSE10307_ctrl_batch
test_GSE20326_treated_with_cerium_chloride_50mg/L_0,GSE20326_treated_with_cerium_chloride_50mg/L,0,ref_GSE20326_control
test_GSE6836_menB_0.075_1,GSE6836_menB_0.075,1,ref_GSE6836_luc_0.075
test_GSE6836_ruvA_0.025_2,GSE6836_ruvA_0.025,2,ref_GSE6836_luc_0.025
test_GSE7573_argR_MOPS_DeaNO_5min_3,GSE7573_argR_MOPS_DeaNO_5min,3,ref_GSE7573_argR_MOPS
test_GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_0.2%_isopentenol_2,GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_0.2%_isopentenol,2,ref_GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_control
test_E-TABM-103_t16_1,E-TABM-103_t16,1,ref_E-TABM-103_t3.1
test_GSE7656_43°C_1,GSE7656_43°C,1,ref_GSE7656_30°C
test_GSE28320_Lbrevis_pSIGMA70_transformation_0,GSE28320_Lbrevis_pSIGMA70_transformation,0,ref_GSE28320_Lbrevis_empty_vector
test_GSE17276_CV115_0,GSE17276_CV115,0,ref_GSE17276_ancestor_JA122
